,Company Name,Last Price,% Chg,52 wkHigh,52 wkLow,Market Cap(Rs. cr)
4,IST Ltd ,403.65,-1.07,503.9,225.0,470.81
5,UCAL Fuel ,169.55,-0.32,183.0,101.3,374.94
6,Talbros Auto ,276.0,-0.4,311.4,79.0,340.74
7,Auto Stampings ,66.15,5.0,66.15,17.0,104.94
0,Jamna Auto ,84.3,-0.88,89.0,28.15,3359.05
0,Balkrishna Ind ,2232.95,1.68,2319.0,1092.25,43166.76
1,MRF ,81121.1,-1.04,98575.9,55360.35,34404.62
2,Apollo Tyres ,220.7,-1.56,261.2,98.0,14016.68
3,Ceat ,1347.65,-0.43,1763.15,747.95,5451.26
4,JK Tyre & Ind ,143.2,-0.35,156.5,55.0,3526.03
5,Goodyear ,1012.75,3.03,1202.0,754.0,2336.06
6,TVS Srichakra ,2082.6,2.3,2272.85,1324.8,1594.66
7,Pix Transmis ,540.0,0.96,549.0,111.75,735.76
8,Rubfila Intl ,98.55,2.98,104.4,30.75,534.81
9,Indag Rubber ,92.0,0.77,113.9,60.0,241.5
10,Modi Rubber ,74.3,-2.17,210.9,26.3,186.05
11,GRP ,985.0,-1.01,1160.6,585.1,131.33
12,Somi Conveyor ,55.7,-2.19,63.65,14.3,65.61
13,MM Rubber ,63.9,-4.98,70.0,26.6,39.82
14,Eastern Treads ,55.95,-1.67,67.0,20.3,29.27
15,Krypton ,14.4,1.84,15.94,7.0,21.16
0,Wheels ,591.65,1.24,644.0,380.0,1423.78
1,Steel Str Wheel ,770.25,-1.34,830.0,393.3,1202.32
0,SAR Auto Prod ,240.0,0.0,379.0,189.05,114.35
0,Bajaj Auto ,4211.5,0.24,4361.2,2580.15,121866.92
1,Hero Motocorp ,2905.9,-0.78,3628.55,2366.45,58056.94
2,TVS Motor ,615.8,-0.61,665.7,375.0,29255.86
3,WARDWIZARD INNO ,72.0,0.49,87.73,7.8,1579.91
4,Atul Auto ,188.4,-0.26,298.7,117.0,413.41
5,Scooters India ,36.3,-4.35,48.7,24.75,316.8
0,M&M ,790.0,1.04,952.15,493.6,98212.21
0,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available
0,Tata Motors ,335.85,0.18,360.65,97.35,111512.54
1,Eicher Motors ,2712.6,-0.54,3035.5,1724.1,74161.79
2,TML-D ,156.25,-0.06,169.65,36.9,45114.82
0,Maruti Suzuki ,7514.45,1.1,8400.0,5650.0,226996.55
1,Hind Motors ,8.14,0.62,10.0,4.6,169.85
0,Escorts ,1156.9,-0.9,1468.4,962.45,15599.01
1,HMT ,31.2,1.63,38.9,13.72,3756.77
2,VST Tillers ,1977.0,-2.26,2306.6,1278.45,1708.03
0,Ashok Leyland ,118.25,-0.67,138.85,45.25,34712.61
1,Force Motors ,1190.75,-0.13,1559.5,856.0,1568.96
2,SML Isuzu ,471.0,-1.41,551.3,365.1,681.61
0,HDFC Bank ,1506.95,1.47,1650.0,994.0,832449.36
1,ICICI Bank ,630.0,0.87,679.3,334.0,436252.32
2,Kotak Mahindra ,1736.2,-0.03,2048.95,1231.2,344182.21
3,Axis Bank ,738.85,0.88,800.0,400.0,226464.53
4,IndusInd Bank ,1003.4,0.42,1119.2,460.75,77642.6
5,Bandhan Bank ,333.8,0.1,430.25,232.0,53764.14
6,IDBI Bank ,38.9,-1.27,55.75,26.35,41826.84
7,IDFC First Bank ,57.25,-0.78,69.3,24.1,35534.13
8,Yes Bank ,13.63,-0.51,28.3,11.1,34149.84
9,AU Small Financ ,1018.6,0.09,1356.35,366.2,31864.13
10,Federal Bank ,84.6,-0.24,92.4,45.4,16888.56
11,City Union Bank ,173.25,3.16,199.8,115.55,12800.09
12,RBL Bank ,207.95,-0.22,274.0,156.0,12444.11
13,Equitas Bank ,59.0,-0.17,68.2,30.1,6740.45
14,CSB Bank ,321.3,0.03,345.9,128.0,5574.1
15,Ujjivan Small ,31.1,-0.8,44.5,26.5,5375.06
16,Karur Vysya ,51.1,-1.06,64.5,27.0,4084.53
17,DCB Bank ,105.15,-1.5,126.5,74.35,3265.69
18,JK Bank ,40.45,-0.49,44.35,14.1,2885.91
19,South Ind Bk ,12.89,-1.07,13.95,6.12,2697.54
20,Suryoday Small ,222.0,-0.52,305.0,187.0,2356.1
21,Karnataka Bank ,62.8,-0.08,73.45,39.5,1952.26
22,Dhanlaxmi Bank ,16.04,-1.6,18.9,11.5,405.83
0,SBI ,420.0,0.26,442.0,175.55,374833.68
1,PNB ,41.95,-0.71,46.4,26.3,46191.21
2,IOB ,23.1,-1.91,27.95,8.8,43664.57
3,Bank of Baroda ,81.4,-1.03,99.8,39.5,42094.89
4,Bank of India ,77.65,-0.83,101.45,35.35,28715.7
5,Union Bank ,38.9,-0.89,45.25,23.1,26587.17
6,Canara Bank ,150.35,-1.02,174.4,82.25,24758.71
7,Central Bank ,23.3,-2.71,28.3,10.04,20226.59
8,UCO Bank ,14.67,-0.68,16.76,10.6,17539.39
9,Indian Bank ,147.15,-1.44,156.9,53.2,16618.63
10,Bank of Mah ,25.25,0.6,31.95,9.85,16564.4
11,Punjab & Sind ,21.3,-0.93,23.79,10.42,8632.18
0,Exide Ind ,182.95,-0.92,220.6,145.9,15550.75
1,Amara Raja Batt ,743.95,-0.79,1025.0,595.0,12707.6
2,Eveready Ind ,307.95,-1.22,349.0,76.35,2238.4
3,HBL Power ,44.75,-0.67,49.65,14.05,1240.45
4,Indo-National ,950.0,-1.01,1111.0,486.0,356.25
5,High Energy ,1215.0,-1.0,1379.0,202.05,217.82
6,Panasonic Energ ,251.65,-0.08,279.9,129.05,188.74
7,Standard Batter ,26.6,1.92,51.9,3.53,13.76
0,Varun Beverages ,731.0,-3.05,918.6,430.13,31654.72
1,Orient Beverage ,74.2,-2.43,96.95,52.0,16.04
0,Biocon ,400.25,0.72,487.7,363.3,48054.02
1,Sun Pharma Adv ,230.0,0.46,264.85,141.0,6027.09
2,Vivo Biotech ,90.25,-3.48,115.1,25.0,128.2
0,Firstsource Sol ,164.05,-0.7,173.4,35.0,11428.26
1,eClerx Services ,1820.0,2.21,1875.2,432.75,6349.9
2,Hinduja Global ,2500.0,-3.34,2729.0,623.25,5220.23
3,Vakrangee ,44.05,-2.87,69.85,24.4,4666.68
4,ALLSEC Tech ,373.0,-1.24,411.35,164.5,568.39
5,IRIS Business S ,97.25,4.96,112.5,15.65,184.03
6,Intrasoft Tech ,94.75,0.69,118.0,45.55,139.58
7,HOV Services ,52.45,2.94,66.3,28.05,66.03
8,Excel Realty ,3.77,-0.53,3.9,0.84,35.46
9,Jupiter Infomed ,24.7,0.41,40.0,22.75,24.75
0,United Spirits ,676.2,1.93,683.0,494.0,49135.31
1,United Brewerie ,1390.7,-0.9,1497.65,898.5,36770.82
2,Radico Khaitan ,784.7,-2.25,824.3,361.0,10483.1
3,Globus Spirits ,565.1,-3.29,634.95,118.3,1627.45
4,GM Breweries ,588.7,-0.83,654.0,366.6,1076.0
5,Assoc Alcohol ,483.05,-1.43,510.7,122.0,873.32
6,Tilaknagar Ind ,40.1,-1.47,44.95,15.1,558.75
7,Som Distillerie ,44.25,-1.56,51.0,22.5,287.57
8,Jagatjit Ind ,58.85,-1.75,61.6,28.15,271.58
9,Khoday India ,71.1,-3.98,82.45,57.6,239.32
10,Pioneer Distill ,134.65,0.97,140.25,92.0,180.27
11,Piccadilly Agro ,18.53,3.35,20.5,7.35,174.81
12,Ravi Kumar Dist ,12.58,-3.23,15.37,5.63,30.19
13,Piccadilly Sug ,10.34,-1.34,12.04,3.26,24.05
14,Winsome Brew ,8.0,-1.6,8.46,3.6,22.14
15,Silver Oak ,30.95,0.0,37.95,9.01,11.73
16,Mount Shivalik ,6.86,1.93,6.86,2.21,4.15
0,Hathway Cable ,26.6,0.0,57.45,20.5,4708.48
1,Den Networks ,59.9,-0.33,115.05,41.6,2858.57
2,Dish TV ,14.05,-2.23,17.69,6.81,2587.01
3,GTPL Hathway ,168.05,-1.06,191.7,64.25,1889.94
4,Catvision ,7.85,4.67,9.14,4.82,4.28
0,Polycab ,1980.0,-0.79,2007.0,762.35,29531.13
1,Sterlite Techno ,265.45,0.68,279.95,108.0,10530.7
2,Finolex Cables ,522.75,-0.94,539.6,257.25,7994.9
3,KEI Industries ,673.85,0.12,730.75,319.3,6054.91
4,Universal Cable ,194.15,0.1,217.55,105.7,673.61
5,Precision Wires ,235.7,0.81,240.0,97.15,545.11
6,Birla Cable ,107.3,-5.38,123.0,41.1,321.9
7,Paramount Comm ,15.8,3.13,16.44,6.1,306.81
8,Salzer Electro ,160.5,1.58,174.95,80.0,256.52
9,Ultracab India ,158.75,-0.28,166.5,42.1,201.98
10,Aksh Optifibre ,8.15,0.74,9.6,4.04,132.6
11,Dynamic Cables ,48.8,-3.08,54.0,20.25,107.43
12,Surana Telecom ,6.69,-4.56,7.67,3.42,90.82
13,CMI ,56.4,5.52,68.7,30.0,90.39
14,Cords Cable Ind ,66.15,1.85,67.7,31.1,85.52
15,Delton Cables ,57.0,2.33,76.15,27.0,49.25
16,Tamil Telecom ,7.6,-5.0,9.64,1.15,34.72
17,Sturdy Ind ,0.51,-3.77,0.56,0.24,7.71
0,Rain Industries ,189.25,-0.6,206.75,75.0,6365.34
1,Phillips Carbon ,228.75,2.46,246.35,87.1,3942.23
2,Goa Carbon ,408.1,-1.04,470.0,185.4,373.45
0,UltraTechCement ,6937.8,0.49,7050.0,3736.8,200262.68
1,Shree Cements ,28747.5,-0.4,32050.0,18214.4,103723.13
2,Ambuja Cements ,344.65,-0.13,351.15,183.35,68435.26
3,ACC ,2027.0,-0.18,2078.5,895.5,38064.48
4,Dalmia Bharat ,1782.15,-2.41,1910.0,651.95,33347.15
5,Ramco Cements ,1029.6,0.14,1120.0,610.0,24287.23
6,J. K. Cement ,2827.4,0.4,3146.0,1331.85,21846.83
7,JK Lakshmi Cem ,579.5,0.35,594.4,243.15,6818.98
8,India Cements ,194.0,-0.51,210.9,107.45,6012.01
9,Heidelberg Cem ,252.8,-0.86,284.55,171.9,5728.78
10,Star Cement ,103.55,-1.57,117.9,80.0,4270.7
11,HIL ,4520.4,1.1,5170.0,1128.0,3386.93
12,Jaiprakash Asso ,13.19,-4.97,15.9,2.16,3223.95
13,Orient Cement ,133.2,0.08,149.0,56.25,2728.85
14,Sagar Cement ,1081.0,-0.68,1195.0,320.05,2540.35
15,Ramcoind ,272.9,0.68,326.0,149.0,2365.03
16,KCP ,121.95,1.75,124.75,44.2,1572.19
17,Sanghi Ind ,55.3,1.94,63.0,20.2,1388.03
18,Shree Digvijay ,83.4,0.79,96.05,42.55,1190.0
19,Visaka Ind ,674.65,-0.52,716.6,223.05,1111.89
20,NCL Industries ,228.5,-1.1,235.6,68.4,1033.57
21,Udaipur Cement ,28.3,-1.39,30.95,9.97,881.29
22,Anjani Cement ,337.55,0.97,361.0,126.0,853.52
23,Deccan Cements ,608.85,0.12,628.85,221.0,852.85
24,Mangalam Cement ,318.95,1.0,334.8,169.0,851.4
25,Saurashtra Cem ,93.85,-1.21,102.0,33.85,655.25
26,Shiva Cement ,29.8,-0.83,33.9,8.85,581.1
27,Everest Ind ,356.65,-0.79,419.0,193.35,557.91
28,Andhra Cement ,17.5,-4.99,20.04,1.5,513.66
29,Sahyadri Ind ,531.5,-0.8,550.0,147.0,508.19
30,Guj Sidhee Cem ,46.6,-2.82,51.9,22.55,411.02
31,Kakatiya Cement ,271.5,6.1,319.0,135.7,211.06
32,Niraj Cement ,45.85,6.5,57.75,30.7,184.11
33,A Infra. ,31.3,0.32,36.4,10.59,133.48
34,Keerthi Ind ,155.9,0.58,160.0,31.4,124.98
35,Barak Vally Cem ,24.55,-2.96,25.75,10.57,54.4
36,Skyline Millars ,12.91,4.37,12.91,2.3,51.93
37,Katwa Udyog ,39.8,2.58,42.5,24.7,47.74
0,Kajaria Ceramic ,980.0,1.5,1054.15,362.75,15598.4
1,Cera Sanitary ,4304.1,0.63,4892.35,2100.0,5597.86
2,Somany Ceramics ,603.35,0.01,650.0,111.05,2556.96
3,HSIL ,238.65,5.46,248.0,48.15,1544.0
4,Pokarna ,333.05,2.34,413.9,109.5,1032.59
5,Asian Granito ,173.15,-1.4,318.0,127.7,593.69
6,Orient Bell ,325.35,0.2,361.0,72.35,467.4
7,Assoc Stone ,30.0,-1.48,36.5,8.3,270.22
8,Nitco ,29.55,1.9,33.9,15.75,212.34
9,Murudeshwar Cer ,28.3,0.35,32.25,13.85,148.1
10,Pacific Ind ,269.95,-0.37,318.8,100.0,93.03
11,Aro Granite ,55.35,-0.63,65.45,21.5,84.69
12,Divyashakti ,61.0,-0.89,68.0,33.0,62.64
13,Elegant Marble ,140.6,0.0,157.5,54.8,51.46
14,Madhav Marbles ,56.0,0.54,66.2,20.2,50.1
15,Inani Marbles ,18.5,3.06,23.35,9.03,34.41
16,Restile Ceramic ,3.5,4.17,4.37,1.61,34.4
17,Oriental Trimex ,10.75,-3.07,18.1,5.0,30.65
18,Solid Stone ,24.55,-1.01,65.95,19.35,13.21
19,Ceeta Industrie ,7.79,-5.0,9.69,2.83,11.3
20,Jain Marmo Ind ,29.0,0.0,29.05,13.65,9.08
0,Vikas Life ,3.09,-2.52,21.45,2.38,287.03
1,Resonance ,147.0,-2.07,174.9,40.6,169.7
2,Deep Polymers L ,98.2,0.82,101.9,50.5,116.58
3,Polylink Polyme ,17.3,1.47,20.7,8.35,38.25
4,Rajnish Wellnes ,10.9,0.0,19.55,9.96,5.09
0,ITC ,203.1,-0.47,239.15,163.4,249992.63
1,VST ,3612.4,2.96,4048.3,3036.0,5578.24
2,Godfrey Phillip ,981.95,3.48,1090.0,831.85,5105.54
3,The Indian Wood ,50.7,-1.93,56.6,21.25,324.34
4,Golden Tobacco ,48.8,2.52,60.0,19.35,85.93
5,NTC Industries ,66.95,-0.3,92.65,22.45,79.97
6,Raghunath Inves ,9.27,4.98,9.27,1.56,4.64
0,Coal India ,147.55,-0.61,164.9,109.5,90931.06
1,Guj Mineral ,74.75,-0.27,83.3,38.9,2377.05
2,Auroma Coke Ltd ,10.23,4.92,10.23,3.75,6.46
0,Deepak Nitrite ,1739.3,-1.09,1989.2,474.0,23722.84
1,Solar Ind ,1597.9,-0.25,1685.5,910.0,14459.41
2,NOCIL ,218.0,0.16,225.0,82.2,3626.95
3,Elantas Beck ,3729.8,0.81,4025.7,1897.0,2956.87
4,Bhansali Eng ,177.05,-0.2,196.4,37.25,2937.36
5,Guj Alkali ,399.65,-1.11,469.15,304.35,2934.91
6,ORIENTAL AROMAT ,783.1,-0.2,1009.0,154.2,2635.41
7,INEOS Styro ,1432.15,1.76,1560.0,483.55,2518.53
8,Himadri Special ,59.35,-0.67,64.0,37.55,2486.56
9,India Glycols ,543.0,1.57,610.0,222.0,1681.21
10,National Perox ,2480.0,0.54,2900.0,1724.0,1425.26
11,Thirumalai Chem ,130.75,-1.36,149.3,48.05,1338.72
12,Bodal Chemicals ,107.35,0.75,115.35,58.8,1313.21
13,GOCL Corp ,258.0,-0.73,296.4,152.0,1278.97
14,Grauer and Weil ,54.9,-1.61,62.5,33.5,1244.61
15,Oriental Carbon ,1066.4,-0.99,1188.9,675.0,1065.34
16,DCW ,40.6,7.98,42.75,9.5,1059.78
17,Andhra Petro ,111.05,-3.18,119.0,19.7,943.61
18,Tamilnadu Petro ,104.65,-0.85,118.95,33.0,941.55
19,Transpek ,1630.05,0.86,2191.9,1298.5,910.48
20,Dhunseri Ventur ,240.65,-6.16,264.9,45.1,842.87
21,Sadhana Nitro ,59.85,1.96,59.85,16.73,836.27
22,Mangalam Organ ,795.25,0.15,874.9,302.0,681.09
23,Amines Plast ,108.75,-2.33,126.35,24.8,598.34
24,Sree Rayalaseem ,348.0,2.23,368.0,115.05,597.34
25,Kanchi Karp ,1300.0,-0.13,1365.0,221.05,564.71
26,Khaitan Chemica ,51.55,-0.29,54.75,8.76,499.98
27,Ganesh Benzo ,80.15,-1.05,83.5,34.5,499.81
28,Indo Borax ,1370.15,-3.48,1702.35,200.0,439.68
29,Punj Alkalies ,85.0,0.06,115.5,29.05,373.73
30,TGV Sraac ,30.8,-0.16,37.7,16.0,329.84
31,Diamines Chem ,279.0,-1.57,562.45,251.0,272.95
32,Hind Org Chem ,39.9,0.88,47.9,12.2,268.41
33,Tanfac Ind ,245.0,-0.33,310.0,144.1,244.39
34,Riddhi Siddhi ,320.0,-1.23,384.95,200.0,228.15
35,Chemfab Alkalis ,147.0,-0.74,175.0,115.0,206.69
36,Sunshield Chem ,271.2,-0.95,314.9,98.5,199.41
37,Alufluoride ,232.55,-0.21,445.0,98.75,181.87
38,Pondy Oxides ,291.8,-0.85,315.0,157.15,169.61
39,Premier Explo ,138.4,-0.68,177.0,94.95,148.81
40,IVP ,130.0,1.29,164.0,36.25,134.24
41,Tuticorin Alkal ,10.8,2.18,14.5,5.5,131.58
42,Lords Chloro ,40.55,9.89,45.0,27.7,102.0
43,Archit Organosy ,45.3,-2.05,62.35,8.94,77.1
44,Alkali Metals ,71.95,1.62,84.0,40.5,73.26
45,Mysore Petro ,108.85,-0.59,142.5,39.0,71.66
46,Ashok Alco-Chem ,101.15,-0.93,124.35,13.3,46.53
47,Ritesh Intl ,48.05,4.91,66.45,3.41,41.1
48,Universal Starc ,94.85,0.58,106.0,19.95,39.84
49,CaprolactumChem ,85.1,-1.9,86.75,15.1,39.15
50,Polychem ,862.05,4.41,862.05,347.5,34.83
51,Shree Hari Chem ,73.9,1.23,84.0,20.5,32.86
52,POCL Enterprise ,53.0,-1.85,61.9,16.2,29.55
53,SVC Superchem ,1.65,-2.37,1.78,0.71,26.91
54,TCM ,78.0,-2.38,81.9,37.0,26.51
55,Vivid Global ,28.0,0.18,30.0,12.33,25.56
56,Lime Chemicals ,29.8,0.34,32.25,12.83,19.38
57,Laffans Petro ,24.0,0.0,28.75,12.39,19.2
58,Haryana Leather ,38.5,-0.52,44.3,20.8,18.9
59,Jayshree Chem ,5.0,-4.03,5.94,3.03,14.66
60,Venlon Polyeste ,2.77,4.92,2.83,0.96,14.47
61,Refnol Resin ,30.0,0.0,41.35,19.45,9.27
62,Gujchem Distill ,142.0,4.95,280.0,68.4,2.3
0,Elgi Equipments ,216.3,0.65,244.0,70.55,6854.74
1,Ingersoll Rand ,989.3,-2.24,1040.55,555.4,3123.02
2,Kirloskar Pneum ,400.5,-1.5,425.0,98.2,2576.56
3,Shakti Pumps ,770.65,-1.76,910.0,160.0,1416.47
4,WPIL ,946.0,1.82,999.0,369.0,923.97
5,Dynamatic Tech ,1414.0,-0.56,1577.75,500.0,896.68
6,Roto Pumps ,197.85,-0.73,243.7,83.1,305.75
7,Veljan Denison ,979.95,2.83,1242.0,671.0,220.49
0,Cerebra Int ,61.95,0.0,67.5,25.85,730.17
1,HCL Info ,19.26,-4.98,21.91,6.6,634.06
2,Control Print ,371.8,3.39,401.0,185.85,607.21
3,D-Link India ,133.5,0.64,143.6,81.0,473.99
4,TVS Electronics ,164.0,0.55,192.2,85.2,305.87
5,JL Morison ,2040.0,-1.94,2250.0,1650.5,278.47
6,Ducon Infratech ,13.92,4.98,13.92,3.46,245.93
7,Compuage Info ,29.85,2.93,31.75,10.5,193.95
8,Accel ,15.7,-2.24,19.0,3.76,89.5
9,MRO-TEK ,33.85,-1.74,40.7,18.75,63.25
10,Swiss Military ,6.6,1.85,6.66,1.1,32.44
11,PCS ,8.82,-4.65,12.5,3.54,18.48
12,ECS Biztech ,3.86,-1.78,5.79,2.16,7.93
13,VXL Instruments ,5.05,4.99,6.18,1.81,6.73
0,Rail Vikas ,32.4,1.09,35.6,18.05,6755.47
1,PNC Infratech ,252.15,1.41,291.0,126.55,6468.64
2,KNR Construct ,222.35,0.25,242.1,100.1,6253.25
3,NCC ,84.0,-0.59,100.0,27.6,5122.71
4,Ashoka Buildcon ,103.25,1.72,118.65,48.7,2898.47
5,Hind Constr ,13.03,-4.96,14.95,4.64,1971.48
6,ITD Cementation ,83.0,-1.37,94.45,42.0,1425.84
7,Man Infra ,57.5,-0.43,62.5,17.05,1423.13
8,J Kumar Infra ,185.25,-1.54,215.25,84.65,1401.7
9,Sadbhav Engg ,77.45,-2.27,90.7,37.0,1328.82
10,Rel Ind Infra ,831.0,1.16,865.65,344.0,1254.81
11,Sadbhav Infra ,30.35,-1.78,34.95,14.9,1069.0
12,Ramky Infra ,144.95,-3.21,153.7,27.8,1003.02
13,Patel Eng ,19.3,-0.26,23.3,9.21,898.32
14,Man Industries ,105.85,-0.24,117.25,44.3,604.44
15,Gayatri Project ,32.1,-0.77,48.6,14.0,600.91
16,Shriram EPC ,5.14,4.68,7.0,3.31,499.37
17,Soril Infra Res ,148.05,-1.2,227.35,45.3,466.36
18,MBL Infra ,27.55,-4.84,29.9,5.76,288.6
19,Gammon Infra ,3.06,-4.97,3.27,0.55,288.2
20,Simplex Infra ,45.05,2.39,46.4,26.8,257.43
21,GPT Infra ,81.9,-4.21,94.45,23.05,238.21
22,RPP Infra Proj ,67.75,-1.17,83.65,40.2,160.23
23,Shristi Infra ,60.0,-0.66,83.0,33.45,133.2
24,Noida Toll ,6.96,-0.29,8.7,3.12,129.59
25,Coromandel Engg ,36.25,0.42,37.75,16.75,120.47
26,Atlanta ,13.65,-2.01,16.83,2.62,111.25
27,Tarmat ,62.7,0.97,67.4,23.25,83.58
28,Punj Lloyd ,2.48,4.64,3.11,1.13,83.23
29,ARSS Infra ,31.6,0.32,37.4,11.6,71.85
30,ILandFS Engg ,4.5,-0.88,5.68,2.81,59.0
31,Brahma Infra ,18.4,1.38,22.0,9.44,53.39
32,Madhucon Proj ,6.84,0.44,7.82,2.2,50.48
33,SPML Infra ,12.65,0.8,18.09,6.95,46.36
34,CCCL ,0.6,0.0,0.68,0.25,23.91
35,Setubandhan Inf ,1.63,1.24,1.63,0.63,20.49
36,Tantia Const ,7.0,-3.31,10.93,0.9,20.12
37,C & C Construct ,5.12,4.49,7.75,1.91,13.03
38,Conart Engineer ,31.05,-2.05,35.9,17.8,9.75
0,Embassy Office ,339.49,0.54,394.7,302.1,26197.27
1,Mindspace REIT ,288.53,0.34,348.0,274.0,17110.35
2,Brookfield REIT ,269.15,-0.15,280.05,215.25,8149.91
3,Anant Raj ,57.9,0.09,69.75,14.3,1708.61
4,PSP Projects ,422.7,-0.63,506.0,336.75,1521.72
5,Capacite Infra ,195.65,-0.81,229.9,89.95,1328.3
6,Karda Construct ,174.95,-0.06,194.0,47.0,1075.94
7,TARC ,31.25,4.69,37.8,2.0,922.18
8,BL Kashyap ,26.75,-4.97,29.95,4.12,603.05
9,Vascon Engineer ,20.7,-1.43,22.85,7.98,377.02
10,GeeCee Ventures ,138.4,1.21,152.9,60.1,289.42
11,Nila Infra ,6.47,-6.37,8.26,3.6,254.85
12,TCI Developers ,390.0,0.18,549.0,255.1,145.45
13,Raja Bahadur ,5539.0,1.99,5539.0,1353.75,138.48
14,Bigbloc Constru ,95.95,-0.05,176.65,26.2,135.84
15,Ravinder Height ,20.8,-1.19,36.0,1.0,127.4
16,AGI Infra ,101.0,-2.42,111.3,37.7,123.39
17,Poddar Housing,172.3,-0.63,267.0,139.0,108.81
18,Shervani Indust ,379.95,9.72,418.0,210.3,102.63
19,Ratnabhumi Deve ,69.05,1.4,102.5,40.0,94.6
20,Supreme Holding ,24.95,-9.93,28.55,10.66,88.51
21,Thakkars Dev ,70.9,4.96,108.0,35.25,63.81
22,RDB Realty ,35.0,-3.98,39.6,10.76,60.49
23,Variman Global ,35.0,-1.41,40.4,11.65,58.6
24,Shri Krishna ,16.21,2.79,28.9,10.88,45.39
25,Maruti Infra ,29.8,8.76,37.05,15.0,37.25
26,ETT ,28.55,0.0,65.0,28.5,29.6
27,HB Estate Dev ,13.4,-1.4,14.56,6.11,26.08
28,Country Condos ,3.03,-1.94,4.79,1.14,23.51
29,Rodium Realty ,63.0,-1.56,116.0,51.0,21.7
30,KCL Infra ,2.61,1.95,2.61,0.69,6.87
31,Vas Infra ,3.91,-4.87,5.5,1.83,5.92
32,Sri Krishna Con ,4.68,0.0,7.54,3.12,4.9
33,Franklin Ind ,11.4,-4.92,19.4,8.08,4.12
34,PVV Infra ,5.7,-4.52,9.73,3.17,3.32
35,Yuranus Infra ,7.65,0.0,14.32,5.44,2.68
0,DLF ,290.6,-0.85,332.6,134.6,71932.56
1,Godrej Prop ,1395.0,-0.73,1573.45,821.05,38777.3
2,Macrotech Dev ,680.85,-0.18,721.5,421.15,30455.67
3,Oberoi Realty ,602.9,-1.88,681.0,331.25,21921.58
4,Phoenix Mills ,807.35,-1.2,889.55,542.65,13877.63
5,Prestige Estate ,289.2,1.08,322.95,167.3,11592.92
6,NBCC (India) ,55.6,-2.54,59.8,22.25,10008.0
7,Dilip Buildcon ,560.05,0.27,719.0,270.7,8188.77
8,Brigade Ent ,290.8,0.14,300.0,108.0,6134.7
9,Indiabulls Real ,120.5,3.43,125.5,46.35,5478.7
10,Sobha ,470.3,-2.6,548.0,209.7,4460.6
11,Sunteck Realty ,298.8,0.05,393.95,164.4,4374.27
12,Mahindra Life ,592.0,-0.43,665.0,194.0,3042.33
13,Ahluwalia ,317.95,-0.36,369.3,136.05,2129.87
14,Puravankara ,89.15,3.78,96.0,39.4,2114.19
15,JMC Projects ,113.8,2.2,127.25,43.1,1910.76
16,Welspun Enter ,112.95,0.18,134.9,54.65,1681.42
17,Kolte-Patil ,218.1,-1.2,285.15,132.95,1657.66
18,Omaxe ,80.95,-0.55,222.2,56.0,1480.58
19,Ashiana Housing ,140.0,1.45,164.0,45.0,1432.93
20,Unitech ,3.33,-4.86,3.5,1.28,871.23
21,Ajmera Realty ,222.4,16.5,222.4,73.75,789.18
22,Parsvnath ,16.3,1.94,16.4,2.16,709.35
23,DB Realty ,24.3,-0.61,32.45,6.17,591.12
24,Eldeco Housing ,2881.0,-0.26,2948.95,851.0,566.58
25,Prozone Intu ,34.15,-4.87,56.45,13.5,521.14
26,Ganesh Housing ,91.0,-4.31,106.95,22.4,470.35
27,Jaypee Infra ,2.99,-4.78,4.21,1.13,415.29
28,Vipul ,33.4,1.06,39.65,12.0,400.75
29,Arihant Super ,94.75,0.64,106.9,19.4,389.99
30,Peninsula Land ,13.9,-2.25,14.22,3.45,388.09
31,Arvind Smart ,107.45,0.75,131.5,62.2,382.02
32,Marathon Realty ,71.3,-1.86,109.6,42.25,327.98
33,HDIL ,6.25,-3.25,8.92,2.51,296.25
34,Hubtown ,28.0,-0.88,33.35,9.19,203.66
35,Emami Realty,55.55,-0.36,73.55,31.95,155.2
36,Ansal Propertie ,8.28,-3.38,13.89,3.6,130.33
37,AMJ Land,30.35,-0.82,32.95,16.0,124.44
38,Ritesh Prop ,79.5,-2.45,94.5,10.28,92.15
39,Bhagyanagar Pro ,27.8,-0.18,34.1,16.55,88.95
40,Prajay Engineer ,11.64,-2.84,14.19,5.31,81.41
41,Landmark Prop ,5.68,4.99,5.68,1.21,76.19
42,SAB Industries ,43.1,-4.65,53.0,25.0,65.46
43,Ansal Housing ,8.3,-2.47,9.1,3.0,49.29
44,Croissance ,5.75,4.93,7.08,2.72,39.42
45,Ansal Buildwell ,52.5,0.29,58.95,18.0,38.77
46,Garnet Construc ,26.2,-2.24,31.8,7.91,36.42
47,NEL HOLDINGS SO ,2.12,2.42,2.35,1.25,30.92
48,Navkar Builders ,15.0,4.53,18.9,6.0,29.83
49,Alchemist Real ,3.92,-1.75,4.34,0.8,29.05
50,Alpine Hsg ,16.5,0.3,19.45,7.41,28.58
51,Lancor Holdings ,6.9,-4.83,8.14,2.76,27.95
52,Satra Prop ,1.5,-1.32,2.3,0.55,26.75
53,Simplex Realty ,87.65,-1.96,96.9,31.0,26.22
54,Radhe Developer ,10.13,0.1,13.8,7.59,25.51
