,Company Name,Last Price,% Chg,52 wkHigh,52 wkLow,Market Cap(Rs. cr)
55,Prime Property ,13.43,4.92,17.95,7.21,22.79
56,Prerna Infra ,17.45,1.75,23.2,10.12,21.01
57,SSPDL ,15.61,-0.45,17.9,9.44,20.18
58,Tirupati Sarjan ,6.04,0.67,10.4,4.53,19.93
59,Martin Burn Ltd ,38.25,-1.42,46.85,18.35,19.71
60,Kamanwala ,7.6,-1.3,10.0,3.8,10.71
61,Hazoor ,9.58,4.81,9.58,0.43,9.72
62,Ladam Affordabl ,5.3,1.53,7.91,2.24,9.7
63,Rainbow Foundat ,17.35,0.0,18.4,7.35,9.57
64,Rap Media ,15.68,-4.97,21.0,1.91,9.22
65,Quantum Build ,3.6,0.0,4.63,3.42,9.02
66,RTCL ,7.0,4.95,7.48,2.52,8.4
67,Rander Corp ,6.49,-1.96,11.57,6.49,8.01
68,Citadel Realty ,10.0,-3.38,15.21,7.44,7.89
69,Sikozy Realtors ,1.28,-3.76,1.48,0.83,5.71
70,Jainco Projects ,5.52,1.85,5.52,0.45,5.52
71,Rama Petrochem ,4.55,0.0,4.98,2.15,4.76
72,Epsom Prop ,4.65,-4.91,7.21,3.33,3.47
73,Bronze Infra ,0.68,-1.45,0.71,0.19,1.17
0,Nestle ,17500.4,0.54,18821.45,15104.25,168731.36
1,Britannia ,3690.0,0.86,4015.0,3201.0,88880.4
2,Jubilant Food ,3208.75,-0.42,3331.85,1596.25,42345.57
3,Hatsun Agro ,915.35,0.03,979.0,436.31,19732.36
4,Zydus Wellness ,2049.45,0.37,2324.9,1243.3,13041.09
5,Godrej Agrovet ,627.3,-0.81,661.05,427.85,12050.16
6,Burger King ,153.7,-1.06,219.15,60.0,5894.46
7,Hindustan Foods ,2036.85,0.59,2580.0,490.0,4317.73
8,Tasty Bite ,15175.5,0.62,17000.0,9949.95,3894.03
9,Barbeque Nat ,902.0,2.11,979.0,481.35,3386.37
10,Bectors Food ,402.5,-0.83,629.8,288.0,2364.55
11,Future Consumer ,9.82,-2.29,19.64,5.94,1951.27
12,DFM Foods ,387.45,-0.32,452.8,170.0,1947.75
13,Heritage Foods ,407.6,-0.9,452.9,242.0,1891.18
14,ADF Foods ,936.65,0.14,1049.0,123.35,1875.43
15,Prataap Snacks,672.45,-0.66,760.0,484.65,1577.1
16,Parag Milk Food ,139.7,1.53,157.6,83.85,1332.4
17,Gulshan Poly ,193.3,-2.47,205.3,33.05,906.91
18,KSE ,2500.0,1.38,2620.4,1250.0,800.0
19,Vadilal Ind ,987.9,-0.53,1123.25,500.4,710.09
20,IFB Agro ,587.65,0.5,674.1,265.0,550.46
21,Foods and Inns ,67.9,-2.51,82.0,44.5,341.8
22,Sukhjit Starch ,231.0,1.07,265.0,152.1,340.95
23,Amrit Corp ,759.45,-1.68,835.4,491.0,230.74
24,Bambino Agro ,263.0,2.88,286.95,112.25,210.63
25,Milkfood ,368.0,-0.59,490.0,290.0,179.82
26,Umang Dairies ,79.8,3.77,93.8,39.1,175.59
27,Flex Foods ,84.8,0.89,93.95,39.9,105.58
28,Gayatri Bio ,12.84,1.9,12.84,1.62,101.16
29,Freshtrop Fruit ,91.5,0.55,109.4,50.0,99.94
30,MSR India ,11.7,0.43,17.34,7.7,73.57
31,Tasty Dairy Spe ,34.55,-0.29,41.95,17.25,70.59
32,Oceanic Foods ,60.35,4.96,65.3,31.8,67.89
33,Chordia Food ,165.0,-1.14,198.0,83.7,66.47
34,Virat Crane ,31.05,0.49,39.8,14.7,63.42
35,Anik Industries ,21.0,5.0,25.7,10.55,58.28
36,Modern Dairies ,15.0,-4.94,18.86,2.96,34.98
37,Lotus Chocolate ,27.1,2.46,33.45,13.0,34.8
38,Megastar Foods ,34.55,-9.08,47.05,25.0,34.22
39,Tirupati Starch ,45.95,-4.27,53.0,20.7,32.17
40,Saboo Sodium ,7.99,-1.96,10.53,3.61,19.32
41,Prima Agro ,29.95,0.84,29.95,10.48,15.56
42,Mahaan Foods ,35.0,3.86,35.0,15.25,12.25
43,Oceanaa Biotek ,7.8,2.77,10.64,5.26,10.58
44,Jetmall Spices ,17.0,0.59,21.0,15.2,10.19
45,Sampre Nutritio ,20.0,1.52,26.5,8.79,9.64
46,Spectrum Foods,14.92,-4.97,31.0,11.29,7.23
47,Kore Foods ,3.0,-3.54,3.26,1.34,3.5
48,Suryo Food ,7.77,4.86,8.15,3.82,3.08
49,IB Infotech Ent ,16.55,0.0,17.01,8.31,2.12
0,TCPL Packaging ,485.25,-0.87,570.3,239.1,441.58
1,Shree Ajit Pulp ,332.1,-0.91,350.0,121.6,177.9
0,Blue Dart ,5781.15,-0.45,6184.0,1860.0,13717.47
1,Allcargo ,143.9,-2.9,155.15,72.5,3535.56
2,Shreyas Shippin ,173.35,-0.17,229.0,46.1,380.63
3,Lancer Containe ,101.6,2.52,114.4,26.5,102.08
4,Patel Integrate ,26.45,-0.75,35.65,15.9,68.86
5,Tiger Logistics ,44.6,0.9,56.9,32.25,47.15
6,Corp Courier ,6.94,4.99,6.94,1.61,5.0
0,Tube Investment ,1158.0,-1.16,1399.0,418.1,22328.65
0,Bharat Dynamics ,355.35,-0.17,481.25,227.1,6512.9
0,Hipolin ,44.6,4.94,44.6,17.7,13.97
0,Grasim ,1498.25,-0.04,1559.6,565.1,98596.51
1,RIL Partly Paid ,1553.0,-1.55,1639.0,788.5,64883.38
2,Piramal Enter ,2405.0,-1.13,2504.25,1178.85,57029.23
3,SRF ,6928.7,0.33,7206.0,3559.35,41049.23
4,3M India ,25265.05,-0.78,30975.0,17101.3,28461.26
5,Guj State Petro ,336.65,0.93,340.4,177.5,18994.18
6,Linde India ,1608.9,1.31,2078.6,514.65,13721.38
7,DCM Shriram ,844.8,2.99,866.05,303.0,13174.01
8,Birla Corp ,1230.6,3.92,1387.9,493.5,9476.28
9,Century ,605.75,0.51,619.0,290.2,6765.97
10,Prism Johnson ,130.45,0.35,149.35,43.6,6566.29
11,Surya Roshni ,538.2,-0.19,554.8,111.35,2928.29
12,S H Kelkar ,180.3,0.39,184.4,62.6,2548.01
13,Balmer Lawrie ,143.75,0.42,170.95,95.0,2458.18
14,Kesoram ,93.0,0.87,96.8,32.6,1532.75
15,Andrew Yule ,28.85,-6.18,33.9,9.85,1410.62
16,Texmaco Infra ,68.95,2.15,83.75,31.0,878.61
17,Oricon Ent ,27.55,-1.25,29.85,15.73,432.67
18,Manaksia ,62.9,-0.24,78.7,31.4,412.21
19,Kaira Can ,1343.95,0.03,1559.0,610.0,123.93
20,Gillanders Arbu ,48.8,-1.51,52.5,25.2,104.15
21,Kesar Ent ,99.95,3.41,117.5,25.8,100.75
22,Beardsell ,13.7,-2.14,15.37,7.25,38.5
23,Swasti Vinayaka ,4.18,-2.79,5.15,2.29,16.72
24,Mitshi India ,15.55,-0.32,32.9,11.03,13.68
25,HCKK Ventures ,33.5,2.45,45.1,30.1,12.43
26,Panth Infinity ,9.9,-1.98,21.0,4.3,12.2
27,Majestic Resear ,7.59,3.41,12.16,4.75,5.09
28,Billwin Ind ,17.0,0.0,57.0,13.75,3.62
29,Jatalia Global ,5.61,4.47,7.44,2.54,2.08
0,Pidilite Ind ,2144.55,0.51,2173.15,1307.05,108976.03
1,Godrej Ind ,569.1,-1.41,610.6,345.0,19153.79
2,Galaxy Surfacta ,3034.7,-0.24,3350.0,1379.5,10759.45
3,Aarti Surfactan ,1356.4,-0.35,1725.0,222.5,1028.76
4,Vishnu Chemical ,492.0,2.3,509.1,119.0,587.74
5,Nikhil Adhesive ,700.95,-0.2,794.95,97.2,322.04
0,Whirlpool ,2189.75,0.12,2777.0,1983.2,27781.76
1,CG Consumer ,416.7,0.17,455.6,224.7,26161.04
2,TTK Prestige ,8989.3,0.18,9266.6,5100.0,12460.43
3,Bajaj Electric ,1033.0,-0.71,1224.5,378.65,11842.13
4,Symphony ,1035.25,-0.95,1529.65,803.05,7242.3
5,IFB Industries ,1055.5,-1.61,1458.1,360.0,4276.76
6,Hawkins Cooker ,5850.0,0.65,6200.95,3950.0,3093.37
7,Stove Kraft ,602.7,-0.36,684.4,385.0,1964.29
8,Butterfly ,680.0,-1.37,923.85,108.05,1215.81
9,PG Electroplast ,443.9,1.56,501.0,36.65,874.21
10,Singer India ,53.5,3.68,57.75,21.4,287.38
11,Viaan Ind ,1.15,-1.71,1.61,0.62,12.68
0,Sudarshan Chem ,678.5,-0.54,754.0,379.05,4697.07
1,Kiri Industries ,606.6,-0.33,678.7,401.5,2039.43
2,Bhageria Indu ,254.0,0.22,279.25,103.0,1108.56
3,Vidhi Spec ,215.35,2.23,237.4,65.8,1075.57
4,Shree Pushkar ,179.2,0.11,208.0,84.55,552.54
5,Dynemic Product ,484.45,0.39,588.55,121.95,548.81
6,Asahi Songwon ,338.25,0.3,398.0,92.75,406.82
7,AksharChem ,351.0,-1.58,385.55,188.0,287.91
8,Poddar Pigments ,241.05,-0.23,265.0,150.7,255.75
9,Generic Pharmas ,8.94,-0.11,14.02,7.11,247.51
10,Indian Toners ,183.65,-1.79,220.0,73.55,199.26
11,Vipul Organics ,170.0,-1.25,204.85,84.95,162.34
12,Ishan Dyes ,59.7,-0.25,75.5,25.65,95.33
13,Jaysynth Dyestu ,63.4,-1.01,80.0,34.55,55.09
14,Shreyas Interme ,5.36,4.89,12.69,2.35,37.98
15,Camex ,30.0,-3.07,38.95,12.65,30.63
16,Dynamic Ind ,61.5,-0.65,74.8,35.6,18.63
17,Indo Euro ,7.98,5.0,10.08,4.38,7.23
18,Organic Coating ,7.95,4.61,8.42,2.64,6.1
19,Fundviser ,11.7,4.93,12.12,3.8,4.32
0,Zee Learn ,16.64,-1.71,20.12,9.75,542.62
1,Career Point ,159.0,0.09,190.65,114.0,289.27
2,Shanti Educatio ,153.0,-3.77,167.9,104.35,246.33
3,CL Educate ,114.2,-4.19,123.9,36.0,161.77
4,MT Educare ,10.65,-4.14,18.21,6.22,76.92
5,Virtual Global ,1.0,-1.96,1.22,0.18,42.37
6,Tree House ,9.1,2.59,10.02,4.27,38.5
7,Ironwood Edu. ,30.7,4.96,33.65,18.05,24.28
8,Golden Crest Ed ,36.95,4.97,41.3,22.0,19.38
0,Siemens ,2056.0,1.34,2176.75,1075.0,73218.32
1,Havells India ,996.35,-0.18,1237.8,562.4,62401.71
2,ABB India ,1810.9,0.01,1850.0,722.45,38374.49
3,V-Guard Ind ,273.95,1.16,285.0,159.55,11785.01
4,CG Power,78.9,-0.82,92.0,6.55,10556.8
5,Suzlon Energy ,7.47,-4.96,8.68,2.71,6606.66
6,GE T&D India ,145.5,0.38,153.85,71.0,3725.48
7,Schneider Infra ,121.65,-6.03,141.0,68.45,2908.7
8,Apar Ind ,519.1,0.4,606.0,277.55,1986.52
9,Inox Wind ,85.5,-2.17,96.75,33.95,1897.4
10,Igarashi Motors ,475.0,3.77,528.15,241.0,1495.06
11,Voltamp Trans ,1408.35,-1.7,1566.9,960.0,1424.84
12,Honda India PP ,1222.85,-1.69,1388.1,902.0,1240.35
13,Elpro Int ,45.0,1.12,48.5,34.0,762.66
14,Bharat Bijlee ,1234.1,-0.4,1485.45,650.0,697.46
15,TD Power System ,194.75,-1.37,233.85,97.5,602.43
16,Shivalik Bimeta ,123.45,-4.08,130.4,32.2,474.08
17,Transformers ,33.8,9.39,33.8,8.5,448.07
18,HPL Electric &,61.7,-0.88,65.4,26.85,396.73
19,Permanent Magne ,349.25,-1.96,358.7,86.75,300.3
20,Hind Rectifiers ,157.0,0.9,180.2,108.5,260.05
21,Modison Metals ,78.55,-3.14,84.5,27.35,254.89
22,Veto Switch ,127.7,2.0,158.05,39.5,244.1
23,Indo Tech Trans ,181.25,9.98,181.25,78.1,192.49
24,Majestic Auto ,135.3,0.11,149.95,74.2,140.68
25,Marsons ,11.1,0.73,13.22,3.2,138.75
26,Artemis ,54.95,6.6,129.0,34.15,137.94
27,G G Engineering ,25.15,-1.95,29.6,8.82,129.65
28,Kirl Electric ,19.1,-3.05,22.8,9.6,126.85
29,Lakshmi Elec ,423.75,1.61,475.0,192.0,104.16
30,Rishiroop ,97.95,-0.36,120.1,24.2,95.02
31,Shilchar Techno ,198.95,1.95,262.75,96.05,75.87
32,Ujaas Energy ,3.22,-3.01,10.46,2.26,64.49
33,Mehai Technolog ,57.25,-3.13,105.0,10.07,61.31
34,Rexnord Electro ,52.75,1.54,62.0,18.9,58.87
35,Delta ,51.7,4.97,53.4,17.0,56.1
36,Waa Solar ,41.25,-4.07,57.0,8.38,54.73
37,Precision Elec ,39.5,1.54,41.45,11.41,54.7
38,RTS Power Corp ,51.65,-0.19,59.7,23.0,47.36
39,Calcom Vision ,33.4,4.87,36.6,17.6,35.22
40,Jyoti ,14.39,4.12,17.68,6.65,33.23
41,Star Delta Tran ,85.05,-4.44,122.85,67.5,25.52
42,Dynavision ,65.0,0.0,77.3,33.5,24.96
43,B C Power Contr ,3.93,-0.51,8.65,2.89,23.11
44,Kaycee Ind ,3603.0,-4.63,4835.5,2566.5,22.87
45,Jiya Eco ,6.29,-0.32,18.36,4.42,18.92
46,Sam Ind ,16.86,-2.26,20.8,5.39,18.7
47,WS Industries ,6.72,5.0,8.12,1.33,17.65
48,Advik Capital,3.43,-2.0,3.99,0.35,15.73
49,IMP Powers ,13.7,-2.14,21.15,12.0,11.83
50,Tarapur Trans ,5.93,4.04,6.88,3.0,11.56
51,Alfa Transforme ,12.36,-1.75,17.2,8.81,11.31
52,Easun Reyrl ,3.04,-0.33,4.0,1.74,9.36
53,Filtra Consult ,9.5,-5.94,15.7,8.25,7.81
54,Starlite Compo ,2.85,-1.72,4.02,1.97,4.87
55,Sparc Systems ,8.37,1.95,8.37,2.42,4.09
0,BGR Energy ,72.5,0.49,76.6,28.35,523.17
0,GE Power India ,335.2,-0.58,820.9,177.35,2253.46
0,Emco ,3.03,-4.72,3.49,0.94,20.58
0,Graphite India ,627.7,-0.19,815.35,161.7,12263.73
1,HEG ,2203.25,0.89,2564.0,659.15,8503.55
0,Esab India ,1945.6,3.78,2120.0,1289.0,2994.87
1,Ador Welding ,591.5,-0.26,656.45,224.0,804.35
2,PanasonicCarbon ,520.05,1.67,565.0,320.0,249.62
3,Ador Fontech ,59.5,5.59,59.5,29.1,208.25
4,De Nora India ,336.0,1.63,394.3,190.0,178.37
5,GEE ,61.0,0.33,64.0,22.3,144.12
6,Rasi Electrodes ,6.01,-1.48,7.25,2.08,18.71
7,D & H India ,19.1,-2.8,20.5,12.0,14.13
8,Mahavir Ind ,1.57,4.67,1.57,0.34,3.14
0,Honeywell Autom ,40269.5,-0.24,49805.0,26869.7,35604.37
1,Dixon Technolog ,4549.8,1.44,4680.0,1081.0,26647.89
2,Mirc Electronic ,17.0,0.0,19.7,5.86,392.62
3,Sharp India ,27.55,1.47,44.1,14.2,71.48
4,Salora Inter ,44.75,-4.79,53.9,9.5,39.41
0,Olectra Greente ,206.9,-2.47,233.0,53.0,1698.25
1,Centum Electron ,399.5,1.37,490.0,258.6,514.75
2,Hindusthan Urba ,3100.0,-1.07,3699.0,471.0,447.29
3,Swelect Energy ,222.05,-0.91,264.0,95.0,336.6
4,Apollo Micro Sy ,115.5,0.79,155.2,80.2,239.82
5,BPL ,37.7,9.91,41.15,14.96,184.3
6,Websol Energy ,53.05,0.86,59.4,17.0,165.22
7,Indosolar ,3.51,4.46,3.51,1.0,130.6
8,SPEL Semiconduc ,14.5,-0.34,19.0,4.2,66.87
9,Surana Solar ,12.07,2.03,14.68,6.31,59.39
10,Ruttonsha Intl ,52.85,3.22,63.55,26.45,36.77
11,Cosmo Ferrites ,29.4,1.91,31.4,3.5,35.37
12,BCC Fuba ,13.0,0.23,22.31,4.43,19.9
13,Fine-line Circ ,20.8,-0.24,39.85,15.75,10.0
14,ContinentContro ,3.64,-4.96,4.41,1.65,2.24
0,L&T Technology ,2927.35,3.6,3062.45,1240.0,30753.8
1,ISGEC Heavy Eng ,624.0,1.6,652.65,217.0,4588.24
2,EngineersInd ,81.2,-0.43,93.6,60.5,4563.78
3,Craftsman ,1773.2,-0.83,1852.4,1115.0,3746.47
4,Kennametal ,1185.0,0.23,1359.0,696.0,2604.42
5,Pitti Engineeri ,128.5,1.1,135.8,23.05,411.84
6,Mold Tek Tech ,66.45,8.85,66.45,31.6,186.33
7,Alphageo ,285.05,1.05,309.65,142.15,181.43
8,Pritika Auto ,19.0,-2.31,23.8,12.1,168.48
9,Mangal Credit ,60.2,0.08,69.0,34.1,116.27
10,Lokesh Machines ,42.95,-2.5,55.8,18.95,76.87
11,Sharika Enter ,57.1,-0.09,66.35,18.5,61.81
12,Dhruv Consultan ,26.35,-1.13,33.25,14.0,37.67
13,Artefact ,39.95,0.63,42.65,22.3,29.06
14,Lippi System ,12.18,5.0,14.76,6.17,8.53
0,KEC Intl ,450.65,2.88,486.45,242.55,11585.69
1,SKIL Infra ,4.43,-4.94,5.98,2.03,95.94
2,Innovators Faca ,37.2,9.41,50.8,17.95,70.19
3,Paramone,28.35,-1.73,36.15,9.0,42.89
4,PBA Infra ,20.62,4.99,20.62,7.5,27.84
5,Gujarat Bitumen ,4.3,1.9,4.3,0.71,2.15
0,KEC Intl ,450.65,2.88,486.45,242.55,11585.69
1,SKIL Infra ,4.43,-4.94,5.98,2.03,95.94
2,Innovators Faca ,37.2,9.41,50.8,17.95,70.19
3,Paramone,28.35,-1.73,36.15,9.0,42.89
4,PBA Infra ,20.62,4.99,20.62,7.5,27.84
5,Gujarat Bitumen ,4.3,1.9,4.3,0.71,2.15
0,Bharat Elec ,171.95,2.14,171.95,67.8,41897.22
1,BHEL ,65.35,-1.06,79.5,26.4,22755.28
2,AIA Engineering ,2028.95,-0.24,2224.4,1567.75,19137.13
3,Thermax ,1435.65,2.82,1569.7,705.9,17106.67
4,GMM Pfaudler ,4659.35,-0.44,6913.85,3316.0,6810.8
5,Praj Industries ,366.95,2.7,407.0,58.65,6736.79
6,BEML ,1345.25,0.25,1544.25,570.25,5602.23
7,HLE Glascoat ,3454.95,-0.33,3794.75,801.0,4650.58
8,NESCO ,616.9,0.24,641.35,419.0,4346.67
9,Greaves Cotton ,176.2,5.01,176.2,66.0,4073.86
10,Triveni Turbine ,118.65,-0.38,127.2,61.25,3836.02
11,Kirloskar Bros ,440.1,-0.41,490.0,98.0,3494.79
12,Kirloskar Oil ,234.1,0.13,263.0,94.5,3385.41
13,KSB Pumps ,922.1,0.15,1110.0,425.45,3209.63
14,Ion Exchange ,2066.7,-0.22,2395.0,599.0,3031.16
15,Forbes Gokak ,2250.0,0.8,2360.0,937.3,2902.19
16,Action Const ,223.6,0.27,248.0,31.5,2537.48
17,Balu Forge Indu ,228.55,-0.95,254.6,36.2,1695.04
18,Kirloskar Ind ,1675.0,0.54,1975.0,554.5,1626.19
19,Elecon Eng ,131.65,-0.6,142.8,21.5,1477.11
20,Genus Power ,54.85,-2.49,61.95,20.55,1412.06
21,Everest Kanto ,103.0,0.1,162.3,17.6,1155.74
22,Salasar Techno,647.15,-0.44,722.35,131.2,924.47
23,TAEL ,867.15,-2.61,975.0,252.0,854.24
24,Skipper ,81.8,2.12,87.1,33.75,839.84
25,Disa India ,5566.1,6.82,5566.1,3302.75,809.43
26,United Drilling ,326.85,-0.34,406.2,122.0,663.61
27,Yuken India ,505.85,0.46,569.0,380.05,607.02
28,Kabra Extrusion ,185.35,0.93,214.85,45.1,591.31
29,Axtel Ind ,361.75,-2.95,380.95,78.0,584.4
30,Hercules Hoists ,144.2,3.33,155.65,72.15,461.44
31,Mahindra EPC ,153.5,-0.74,194.65,125.0,427.34
32,Bajaj Steel ,784.4,0.08,888.0,82.45,407.89
33,CMI FPE ,813.0,-0.5,1050.0,340.0,401.44
34,Intl Conveyor ,59.4,-2.62,67.0,23.3,400.95
35,Lloyds Steels ,3.93,-2.24,4.06,0.64,353.19
36,Walchandnagar ,81.0,-0.92,92.0,43.75,308.37
37,Gujarat Apollo ,233.45,0.73,273.9,159.8,275.47
38,Mazda ,634.65,-0.23,753.7,287.0,254.18
39,Windsor ,36.6,-0.27,44.6,11.4,237.65
40,Revathi CP ,709.35,1.71,842.25,369.4,217.55
41,Eimco Elecon ,373.05,-1.34,423.0,280.0,215.19
42,Artson Engg ,48.2,2.99,59.95,18.2,177.95
43,TIL ,174.1,-2.44,245.0,125.0,174.63
44,Rajoo Engineers ,28.0,1.27,35.0,8.55,172.29
45,DHP ,557.5,1.39,659.0,311.0,167.25
46,Sika Interplant ,349.4,-1.56,423.0,144.1,148.15
47,Triton Valves ,1373.05,2.22,1487.0,630.0,141.43
48,TRF ,122.15,-0.37,137.0,70.0,134.42
49,KGIL ,65.75,2.73,70.95,23.55,118.79
50,Affordable Robo ,103.95,2.21,117.6,27.2,105.82
51,Pradeep Metals ,57.35,2.5,68.45,27.4,99.04
52,Birla Precision ,14.7,-1.34,15.68,4.92,95.95
53,Patels Airtemp ,168.95,-0.47,196.95,96.0,85.66
54,BCPL Railway In ,50.2,1.41,114.6,35.0,83.95
55,Josts Engineers ,422.95,0.34,663.9,230.5,78.91
56,Kilburn Engg ,26.55,1.72,28.15,14.55,74.89
57,TandI Global ,145.0,0.21,156.5,60.0,73.48
58,Bemco Hydraulic ,332.9,-3.91,350.0,55.25,72.8
59,Batliboi ,22.8,-0.87,24.95,6.99,65.47
60,Shilp Gravures ,103.0,0.24,134.75,38.0,63.34
61,KPT Industries ,171.5,16.19,171.5,48.65,58.31
62,Duncan Eng ,150.0,-8.06,196.0,83.0,55.44
63,Alfred Herbert ,702.0,-3.31,738.5,504.0,54.15
64,Tayo Rolls ,50.9,-0.29,68.8,27.1,52.23
65,Intl Combustion ,210.3,-1.17,265.0,105.0,50.27
66,Fluidomat ,98.95,-1.59,129.9,70.4,48.75
67,Manugraph Ind ,15.2,-1.3,16.03,8.0,46.23
68,ITL Industries ,125.0,0.04,151.0,52.65,40.05
69,ATV Projects ,7.5,0.67,7.55,2.75,39.84
70,Hind Everest ,240.9,4.99,243.0,69.85,38.72
71,Mauria Udyog ,28.55,-4.99,30.3,8.38,38.03
72,Cenlub ,74.45,0.2,82.2,26.0,34.72
73,Loyal Equip ,33.0,1.69,37.0,25.15,33.66
74,Nitin Fire Prot ,1.15,3.6,1.24,0.34,33.61
75,Polymechplast ,57.0,0.8,64.5,16.75,27.26
76,Akar Auto Indus ,24.6,4.24,27.45,13.3,26.54
77,GG Dandekar ,52.5,4.9,62.5,39.2,25.0
78,Advance Meter ,14.3,4.3,14.96,6.3,22.96
79,Rapicut Carbide ,39.0,12.07,39.8,20.0,20.95
80,Brady and Morri ,89.0,0.06,118.4,59.0,20.02
81,Rungta Irrig ,22.0,-2.87,25.5,15.05,19.48
82,Amba Enterprise ,15.22,-1.68,18.98,8.21,19.27
83,Solitaire Mach ,39.8,0.13,45.0,17.0,18.08
84,Envair Electro ,35.0,0.72,39.95,18.35,16.24
85,Hawa Engineers ,42.0,5.0,43.85,20.0,14.81
86,Medico Intercon ,42.2,0.0,59.3,16.05,13.71
87,Premier ,3.7,2.78,6.13,1.65,11.24
88,Acrow India ,150.0,7.68,175.5,74.9,9.6
89,Cospower ,47.0,9.18,80.0,37.0,7.05
90,Trident Tools ,4.15,4.8,9.45,2.47,5.83
91,Redex Protech ,7.17,2.87,9.05,4.83,4.82
92,Saboo Brothers ,7.16,-4.66,22.0,7.16,4.36
0,Bharat 22 ETF ,39.35,0.0,40.74,23.46,15861.61
1,CPSE ETF ,26.12,-0.76,27.0,15.7,4490.31
2,MO M50 ETF ,155.56,-0.16,158.95,97.97,469.88
3,MO M100 ETF ,27.88,1.16,28.99,14.11,122.75
4,SBI MF ETF ,553.04,0.16,567.0,321.7,61.61
5,MO NAS100 ETF ,104.8,0.6,104.95,73.05,48.3
6,R ETF Nifty 100 ,163.83,-0.51,181.0,104.3,30.96
7,Nippon ETF Ha ,355.0,1.14,389.0,268.0,15.66
0,Sterling Tools ,187.6,-1.11,233.0,145.25,675.81
1,Simmonds-Marsha ,36.75,-3.92,51.9,24.8,41.16
2,Lakshmi Prec ,5.07,0.8,5.73,3.0,5.55
0,Maithan Alloys ,1020.0,1.09,1094.7,372.5,2969.38
1,Indian Metals ,559.45,-0.43,587.4,145.0,1509.23
2,Shyam Century ,9.76,-2.2,11.0,2.96,216.84
3,Facor Alloys ,3.93,-2.0,4.39,1.14,76.85
4,Indsil Hydro ,18.94,1.99,19.65,9.11,52.64
5,Nagpur Power ,33.45,-4.84,37.85,21.1,43.8
6,VBC Ferro ,23.2,-1.9,29.95,10.63,38.59
0,Coromandel Int ,897.9,0.83,923.0,629.0,26342.47
1,Tata Chemicals ,707.9,-0.99,834.0,273.55,18034.2
2,Chambal Fert ,294.8,-1.77,320.8,133.35,12269.81
3,Fert and Chem ,139.1,-0.82,153.0,39.15,9000.77
4,GNFC ,361.0,0.06,425.0,151.5,5610.62
5,Rashtriya Chem ,81.45,-0.43,100.15,41.8,4493.5
6,GSFC ,112.3,-0.09,124.7,51.1,4474.9
7,Deepak Fert ,400.0,-0.34,474.65,105.0,4107.08
8,NFL ,65.85,-1.35,73.75,28.5,3230.46
9,Mangalore Chem ,85.45,0.83,101.0,27.5,1012.71
10,SPIC ,47.2,0.43,50.0,16.55,961.18
11,Nagarjuna Fert ,10.56,4.97,11.0,3.7,631.56
12,Madras Fert ,33.95,-0.73,35.5,15.25,546.94
13,Zuari Agro Chem ,125.05,-1.19,144.25,72.0,525.94
14,Rama Phosphates ,218.5,0.0,228.5,40.1,386.6
15,Zuari Global ,117.7,0.04,129.75,44.0,346.52
16,Aries Agro ,130.45,1.44,139.7,33.55,169.64
17,Basant Agro Tec ,13.94,-3.33,15.1,3.3,126.33
18,Bharat Agri ,161.45,-0.92,188.0,135.5,85.33
19,Shiva Global ,55.5,1.56,64.65,23.4,55.46
0,PVR ,1396.4,-1.45,1592.0,961.0,8480.14
1,Saregama India ,2720.0,0.23,2786.0,412.05,4794.82
2,INOX Leisure ,318.8,-0.72,358.55,220.0,3900.17
3,Prime Focus ,58.55,-1.76,75.8,23.7,1752.1
4,Tips Industries ,1211.65,-5.0,1302.0,119.0,1571.35
5,Media Matrix ,6.85,0.29,8.88,3.95,775.93
6,Balaji Telefilm ,65.4,-1.58,101.7,51.0,661.39
7,Shemaroo Ent ,122.0,-1.53,181.0,51.0,331.62
8,UFO Moviez ,97.55,0.62,105.9,64.8,276.56
9,Eros Intl ,28.0,-4.44,36.95,16.6,268.42
10,Cineline India ,50.35,-1.95,55.9,22.75,140.98
11,Jump Networks ,10.67,-4.99,106.1,4.99,106.66
12,THINKINK PICTUR ,34.95,-0.29,40.0,19.6,103.55
13,Baba Arts ,17.1,0.59,22.95,4.01,89.78
14,Mukta Arts ,36.9,-3.02,40.3,21.0,83.34
15,GV Films ,0.85,-1.16,0.9,0.25,77.74
16,Imagicaaworld ,8.55,-2.95,9.45,3.12,75.29
17,Cinevista ,12.9,-1.53,16.99,4.85,74.09
18,BAG Films ,3.65,3.11,4.1,1.68,72.24
19,Galaxy Cloud ,15.0,2.74,21.28,7.86,67.41
20,Pooja Entertain ,127.95,4.96,127.95,14.3,63.98
21,Sahara One ,29.1,1.39,39.3,9.87,62.64
22,Pritish Nandy ,40.7,-0.97,61.0,11.31,58.88
23,Shalimar Prod ,0.49,0.0,0.72,0.49,48.23
24,Radaan Media ,1.82,-4.71,1.91,0.72,9.86
25,Vision Cinemas ,1.37,1.48,1.37,0.31,9.7
26,City Pulse Mult ,24.0,1.05,24.0,8.0,7.96
27,Unistar Multime ,5.77,-4.94,7.0,0.76,5.77
28,Vision Corp ,2.32,-0.43,2.9,0.48,4.63
29,Sungold Capital ,1.96,-1.51,2.11,0.53,3.61
30,Esha Media ,3.83,-4.96,7.87,2.58,2.99
